Run ID,Timestamp,a,b,Number of Bits,Expected Result,Stochastic Result,Percent Error (%),Absolute Error,Trojan Activation Count
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,32,0.17548774,0.1875,6.845070772465357,0.012012259999999997,2
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,64,0.17548774,0.125,28.76995281835643,0.05048774,4
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,128,0.17548774,0.1953125,11.29694872131808,0.019824759999999997,1
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,256,0.17548774,0.1953125,11.29694872131808,0.019824759999999997,11
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,512,0.17548774,0.15039062,14.301352333786966,0.02509712,13
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,1024,0.17548774,0.18359375,4.619131798038995,0.008106009999999997,38
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,2048,0.17548774,0.17382812,0.9457184872287947,0.0016596200000000005,53
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,4096,0.17548774,0.17333984,1.2239601467316226,0.002147900000000008,121
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,8192,0.17548774,0.17810059,1.4889074302284593,0.00261285,273
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,16384,0.17548774,0.18237305,3.9235276492819415,0.006885310000000006,487
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,32768,0.17548774,0.17803955,1.4541243735887122,0.0025518099999999877,1058
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,65536,0.17548774,0.18104553,3.1670531514053386,0.005557790000000007,2129
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,131072,0.17548774,0.17990112,2.5149221250441736,0.0044133799999999945,4133
